"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS","WSFG"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-07-01","0.00","0.0","0.0","87","59","85",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-07-02","0.00","0.0","0.0","90","59","86",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-07-03","0.00","0.0","0.0","92","62","89",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-07-04","0.00","0.0","0.0","90","64","88",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-07-05","0.00","0.0","0.0","90","57","89",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-07-06","0.00","0.0","0.0","92","64","89",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-07-07","0.00","0.0","0.0","94","62","91",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-07-08","0.10","0.0","0.0","92","66","76","38.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-07-09","0.00","0.0","0.0","93","66","89",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-07-10","0.04","0.0","0.0","89","66","76","36.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-07-11","0.88","0.0","0.0","84","63","81",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-07-12","0.00","0.0","0.0","81","60","78",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-07-13","0.00","0.0","0.0","80","57","78",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-07-14","0.00","0.0","0.0","85","55","80",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-07-15","0.00","0.0","0.0","88","59","83",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-07-16","0.72","0.0","0.0","83","69","75",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-07-17","0.00","0.0","0.0","86","62","85",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-07-18","0.00","0.0","0.0","90","61","88",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-07-19","0.81","0.0","0.0","88","70","76","50.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-07-20","0.00","0.0","0.0","85","66","81",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-07-21","0.00","0.0","0.0","83","64","82",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-07-22","0.01","0.0","0.0","83","69","81",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-07-23","0.00","0.0","0.0","83","66","81",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-07-24","0.00","0.0","0.0","83","56","80",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-07-25","0.00","0.0","0.0","87","66","84",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-07-26","0.00","0.0","0.0","90","66","87",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-07-27","0.00","0.0","0.0","87","75","82",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-07-28","0.00","0.0","0.0","86","62","84",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-07-29","0.94","0.0","0.0","85","64","82","30.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-07-30","0.00","0.0","0.0","83","62","79",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-07-31","0.00","0.0","0.0","83","57","79",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-08-01","0.06","0.0","0.0","79","57","71",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-08-02","1.53","0.0","0.0","73","66","73",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-08-03","0.00","0.0","0.0","82","58","78",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-08-04","0.00","0.0","0.0","78","62","67",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-08-05","0.04","0.0","0.0","75","52","73",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-08-06","0.00","0.0","0.0","79","50","74",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-08-07","0.00","0.0","0.0","81","49","77",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-08-08","0.00","0.0","0.0","83","51","81",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-08-09","0.00","0.0","0.0","88","60","86",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-08-10","0.00","0.0","0.0","88","65","85",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-08-11","0.00","0.0","0.0","85","70","79",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-08-12","0.00","0.0","0.0","86","53","84",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-08-13","0.00","0.0","0.0","87","51","84",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-08-14","1.11","0.0","0.0","86","60","72",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-08-15","0.00","0.0","0.0","87","63","83",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-08-16","0.03","0.0","0.0","83","67","78",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-08-17","0.00","0.0","0.0","80","55","78",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-08-18","0.00","0.0","0.0","78","54","74",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-08-19","0.00","0.0","0.0","76","48","73",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-08-20","0.00","0.0","0.0","82","48","79",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-08-21","0.00","0.0","0.0","87","54","85",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-08-22","0.00","0.0","0.0","90","57","87",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-08-23","0.00","0.0","0.0","89","57","84",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-08-24","0.00","0.0","0.0","91","59","86",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-08-25","0.00","0.0","0.0","86","70","81",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-08-26","0.34","0.0","0.0","87","62","86",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-08-27","0.00","0.0","0.0","91","74","88","36.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-08-28","1.37","0.0","0.0","88","68","74","31.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-08-29","0.53","0.0","0.0","78","65","74","33.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-08-30","0.00","0.0","0.0","75","50","72",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-08-31","0.00","0.0","0.0","80","51","77",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-09-01","0.00","0.0","0.0","84","56","79",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-09-02","0.21","0.0","0.0","80","65","75",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-09-03","0.00","0.0","0.0","84","64","79","34.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-09-04","0.00","0.0","0.0","79","48","71","30.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-09-05","0.00","0.0","0.0","78","47","75",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-09-06","0.00","0.0","0.0","75","45","71",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-09-07","0.22","0.0","0.0","81","64","76","34.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-09-08","1.15","0.0","0.0","76","55","60",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-09-09","0.01","0.0","0.0","68","56","67",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-09-10","0.01","0.0","0.0","67","59","62",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-09-11","0.01","0.0","0.0","69","53","66",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-09-12","0.00","0.0","0.0","80","52","76",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-09-13","0.31","0.0","0.0","76","63","71",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-09-14","0.00","0.0","0.0","71","50","63",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-09-15","0.00","0.0","0.0","71","41","67",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-09-16","0.00","0.0","0.0","78","46","73",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-09-17","0.00","0.0","0.0","73","54","64",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-09-18","0.00","0.0","0.0","64","42","58",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-09-19","0.00","0.0","0.0","64","29","60",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-09-20","0.00","0.0","0.0","68","34","63",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-09-21","0.00","0.0","0.0","72","36","64",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-09-22","0.00","0.0","0.0","77","38","72",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-09-23","0.00","0.0","0.0","79","46","73",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-09-24","0.00","0.0","0.0","77","50","73",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-09-25","0.00","0.0","0.0","80","46","73",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-09-26","0.00","0.0","0.0","81","48","74",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-09-27","0.00","0.0","0.0","76","60","72",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-09-28","0.13","0.0","0.0","72","54","54",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-09-29","0.01","0.0","0.0","63","42","60",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-09-30","0.20","0.0","0.0","63","42","54","46.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-10-01","0.11","0.0","0.0","61","39","54","31.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-10-02","0.12","0.0","0.0","56","36","50",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-10-03","0.00","0.0","0.0","56","35","51",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-10-04","0.14","0.0","0.0","54","45","51",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-10-05","0.00","0.0","0.0","60","38","57",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-10-06","0.00","0.0","0.0","69","43","66",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-10-07","0.00","0.0","0.0","72","49","66","42.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-10-08","0.00","0.0","0.0","70","35","66",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-10-09","0.00","0.0","0.0","79","33","75",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-10-10","0.00","0.0","0.0","75","59","70","31.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-10-11","0.00","0.0","0.0","70","50","61",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-10-12","0.00","0.0","0.0","70","49","66","36.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-10-13","0.24","0.0","0.0","68","36","62",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-10-14","0.00","0.0","0.0","62","34","57","31.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-10-15","0.06","0.0","0.0","63","48","48","30.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-10-16","0.00","0.0","0.0","56","24","50","31.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-10-17","0.00","0.0","0.0","56","26","51",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-10-18","0.03","0.0","0.0","62","45","52",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-10-19","0.21","0.0","0.0","53","39","44",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-10-20","0.16","0.0","0.0","55","37","50",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-10-21","0.24","0.0","0.0","58","47","55","30.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-10-22","0.66","0.0","0.0","58","42","58",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-10-23","0.42","0.0","0.0","77","47","63","48.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-10-24","0.00","0.0","0.0","63","34","43","30.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-10-25","0.00","0.0","0.0","46","29","44",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-10-26","0.02","0.0","0.0","45","40","43",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-10-27","0.12","0.0","0.0","43","37","37",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-10-28","0.05","0.0","0.0","54","36","49",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-10-29","0.00","0.0","0.0","51","36","44",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-10-30","0.00","0.0","0.0","44","35","37",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-10-31","0.00","0.0","0.0","51","23","48",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-11-01","0.09","0.1","0.0","48","30","32","47.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-11-02","0.00","0.0","0.0","47","26","43","36.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-11-03","0.00","0.0","0.0","61","36","52",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-11-04","0.00","0.0","0.0","71","39","62",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-11-05","0.00","0.0","0.0","65","44","59",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-11-06","0.00","0.0","0.0","73","37","61",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-11-07","0.00","0.0","0.0","72","37","57",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-11-08","0.00","0.0","0.0","75","33","60",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-11-09","0.00","0.0","0.0","78","39","69",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-11-10","0.00","0.0","0.0","78","52","73","38.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-11-11","0.14","0.0","0.0","73","39","39","34.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-11-12","0.00","0.0","0.0","51","24","40",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-11-13","0.01","0.0","0.0","46","29","36","30.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-11-14","0.00","0.0","0.0","40","17","38",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-11-15","0.78","0.0","0.0","53","38","40","61.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-11-16","0.00","0.0","0.0","46","35","39","38.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-11-17","0.04","0.3","0.0","39","31","33","34.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-11-18","0.00","0.0","0.0","43","18","38",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-11-19","0.00","0.0","0.0","65","36","57","36.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-11-20","0.00","0.0","0.0","66","49","56","30.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-11-21","0.00","0.0","0.0","56","29","37",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-11-22","0.52","3.1","2.0","37","27","32",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-11-23","0.03","0.2","0.0","44","31","38",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-11-24","0.15","0.4","0.0","39","19","32",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-11-25","0.35","0.0","0.0","46","32","46",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-11-26","0.11","0.0","0.0","50","44","44",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-11-27","0.00","0.0","0.0","44","39","42","34.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-11-28","0.00","0.0","0.0","48","27","38",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-11-29","0.00","0.0","0.0","49","27","40",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-11-30","0.27","2.0","2.0","41","29","29","34.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-12-01","0.10","1.3","2.0","33","26","33","31.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-12-02","0.00","0.0","0.0","45","28","37",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-12-03","0.00","0.0","0.0","48","29","40","34.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-12-04","0.00","0.0","0.0","48","35","37","31.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-12-05","0.00","0.0","0.0","37","28","31",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-12-06","0.00","0.0","0.0","31","18","29",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-12-07","0.00","0.0","0.0","33","27","31",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-12-08","0.00","0.0","0.0","37","16","33",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-12-09","0.00","0.0","0.0","42","33","35",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-12-10","0.00","0.0","0.0","49","21","38",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-12-11","0.00","0.0","0.0","52","26","44",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-12-12","0.66","0.0","0.0","54","40","45","44.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-12-13","0.00","0.0","0.0","45","29","34",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-12-14","0.00","0.0","0.0","34","29","29","34.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-12-15","0.00","0.0","0.0","30","14","24",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-12-16","0.09","1.1","1.0","29","21","26",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-12-17","0.05","0.7","1.0","30","25","29",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-12-18","0.02","0.4","2.0","31","20","27",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-12-19","0.02","0.2","1.0","36","24","34",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-12-20","0.01","0.0","0.0","37","29","29",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-12-21","0.05","0.2","0.0","37","26","34",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-12-22","0.03","0.0","0.0","39","32","32",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-12-23","0.05","0.0","0.0","51","27","48","36.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-12-24","0.06","0.2","0.0","50","20","20","46.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-12-25","0.13","2.2","2.0","23","17","23","36.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-12-26","0.01","0.2","1.0","26","19","26",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-12-27","0.00","0.0","1.0","35","17","33",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-12-28","0.13","0.0","0.0","42","28","28","46.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-12-29","0.01","0.3","0.0","30","14","28",
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-12-30","0.25","1.2","0.0","41","26","36","34.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2020-12-31","0.00","0.0","0.0","36","25","25",
